"ID","SampleName","Tree_Type","Rhizosphere_Manipulation","Substrate_Type","InjectionVol_ul","FAME_compound","Sample_Dilution","Peak_Area","d13","Atom_per_13C","FAME_per_C","Dry_Soil_Mass_g","nmol_FAME_per_g_soil","Microbial_Group"
1136,"58.05.3","P","3","L",3,"14:0",0,3.856,21.716,1.129398,0.7432,6.03,1180.63,"bacteria"
1137,"58.05.3","P","3","L",3,"a15:0",0,57.757,-0.778,1.104808,0.7494,6.03,16578.44,"gram+bacteria"
1138,"58.05.3","P","3","L",3,"15:0",0,7.883,9.081,1.115587,0.7494,6.03,2262.72,"bacteria"
1139,"58.05.3","P","3","L",3,"16:1n9/i16:0",0,10.253,61.27,1.172608,0.7606,6.03,2769.92,"bacteria"
1140,"58.05.3","P","3","L",3,"16:0",0,92.042,121.123,1.237921,0.755,6.03,24863.51,"bacteria"
1141,"58.05.3","P","3","L",3,"i17:0",0,12.073,-28.445,1.074546,0.76,6.03,3080.1,"gram+bacteria"
1142,"58.05.3","P","3","L",3,"17:0cy",0,20.651,-11.488,1.093096,0.7654,6.03,5268.72,"gram-bacteria"
1143,"58.05.3","P","3","L",3,"17:0",0,15.707,-13.847,1.090515,0.76,6.03,4007.22,"bacteria"
1144,"58.05.3","P","3","L",3,"18:3n6",0,1.07,12.519,1.119346,0.7765,6.03,272.99,"fungi"
1145,"58.05.3","P","3","L",3,"trans-18:1n9",0,38.595,68.976,1.181022,0.7697,6.03,9328.54,"gram-bacteria"
1146,"58.05.3","P","3","L",3,"18:0",0,25.502,102.955,1.218105,0.7645,6.03,6163.93,"bacteria"
1147,"58.05.3","P","3","L",3,"19:0cy",0,99.935,-22.899,1.080614,0.7736,6.03,22947.23,"gram-bacteria"
1148,"58.05.3","P","3","L",3,"19:0",0,19.342,-32.19,1.070449,0.8216,6.03,4441.38,"standard"
1149,"58.05.3","P","3","L",3,"20:4n6",0,1.828,-37.299,1.064857,0.7919,6.03,399.78,"protozoa"
1150,"58.05.3","P","3","L",3,"20:5n3",0,0.908,-34.613,1.067797,0.797,6.03,198.56,"protozoa"
1151,"58.05.1","P","1","L",4,"12:0",0,17.027,-31.293,1.07143,0.7285,6.03,5527.7,"standard"
1152,"58.05.1","P","1","L",4,"14:0",0,3.3,-26.815,1.076329,0.7432,6.03,928.6,"bacteria"
1153,"58.05.1","P","1","L",4,"a15:0",0,4.016,15.313,1.122399,0.7494,6.03,1059.42,"gram+bacteria"
1154,"58.05.1","P","1","L",4,"15:0",0,4.01,-25.167,1.078132,0.7494,6.03,1057.84,"bacteria"
1155,"58.05.1","P","1","L",4,"16:1n9/i16:0",0,9.105,42.92,1.152567,0.7606,6.03,2260.65,"bacteria"
1156,"58.05.1","P","1","L",4,"16:0",0,90.064,110.384,1.226209,0.755,6.03,22359.59,"bacteria"
1157,"58.05.1","P","1","L",4,"i17:0",0,11.07,-26.268,1.076928,0.76,6.03,2595.58,"gram+bacteria"
1158,"58.05.1","P","1","L",4,"17:0cy",0,11.05,4.247,1.110302,0.7654,6.03,2590.97,"gram-bacteria"
1159,"58.05.1","P","1","L",4,"17:0",0,15.412,-10.661,1.094,0.76,6.03,3613.65,"bacteria"
1160,"58.05.1","P","1","L",4,"18:3n6",0,1.14,24.694,1.132652,0.7765,6.03,267.29,"fungi"
1161,"58.05.1","P","1","L",4,"trans-18:1n9",0,34.67,62.569,1.174026,0.7697,6.03,7701.45,"gram-bacteria"
1162,"58.05.1","P","1","L",4,"18:0",0,21.082,83.308,1.196666,0.7645,6.03,4683.08,"bacteria"
1163,"58.05.1","P","1","L",4,"19:0cy",0,106.872,-16.473,1.087643,0.7736,6.03,22553.45,"gram-bacteria"
1164,"58.05.1","P","1","L",4,"19:0",0,21.118,-28.396,1.074599,0.8216,6.03,4456.62,"standard"
1165,"58.05.1","P","1","L",4,"20:4n6",0,1.887,-28.757,1.074205,0.7919,6.03,379.27,"protozoa"
1166,"58.05.1","P","1","L",4,"20:5n3",0,0.581,-30.051,1.072789,0.797,6.03,116.77,"protozoa"
1167,"06.06.1","P","1","L",2,"12:0",0,14.134,-30.734,1.072041,0.7285,6,5830.55,"standard"
1168,"06.06.1","P","1","L",2,"14:0",0,2.026,14.499,1.12151,0.7432,6,724.42,"bacteria"
1169,"06.06.1","P","1","L",2,"a15:0",0,36.95,-3.967,1.10132,0.7494,6,12385.92,"gram+bacteria"
1170,"06.06.1","P","1","L",2,"15:0",0,3.797,4.312,1.110373,0.7494,6,1272.79,"bacteria"
1171,"06.06.1","P","1","L",2,"16:1n9/i16:0",0,5.981,56.91,1.167847,0.7606,6,1886.98,"bacteria"
1172,"06.06.1","P","1","L",2,"16:0",0,49.87,74.299,1.186833,0.755,6,15732.24,"bacteria"
1173,"06.06.1","P","1","L",2,"i17:0",0,2.236,-33.986,1.068483,0.76,6,666.19,"gram+bacteria"
1174,"06.06.1","P","1","L",2,"17:0cy",0,13.331,-7.979,1.096933,0.7654,6,3971.93,"gram-bacteria"
1175,"06.06.1","P","1","L",2,"17:0",0,8.715,-12.665,1.091808,0.76,6,2596.53,"bacteria"
1176,"06.06.1","P","1","L",2,"18:3n6",0,0.852,7.421,1.113773,0.7765,6,253.85,"fungi"
1177,"06.06.1","P","1","L",2,"trans-18:1n9",0,14.125,75.172,1.187786,0.7697,6,3987,"gram-bacteria"
1178,"06.06.1","P","1","L",2,"18:0",0,14.333,77.916,1.190781,0.7645,6,4045.72,"bacteria"
1179,"06.06.1","P","1","L",2,"19:0cy",0,69.335,-19.698,1.084115,0.7736,6,18592.6,"gram-bacteria"
1180,"06.06.1","P","1","L",2,"19:0",0,15.946,-31.574,1.071123,0.8216,6,4276.05,"standard"
1181,"06.06.1","P","1","L",2,"20:4n6",0,0.873,62.254,1.173683,0.7919,6,222.96,"protozoa"
1182,"06.06.1","P","1","L",2,"20:5n3",0,0.585,28.207,1.136492,0.797,6,149.39,"protozoa"
1183,"06.06.2","P","2","L",2,"12:0",0,16.245,-30.75,1.072024,0.7285,6,6450.42,"standard"
1184,"06.06.2","P","2","L",2,"14:0",0,0.816,9.471,1.116013,0.7432,6,280.84,"bacteria"
1185,"06.06.2","P","2","L",2,"a15:0",0,11.641,-4.384,1.100864,0.7494,6,3756.02,"gram+bacteria"
1186,"06.06.2","P","2","L",2,"15:0",0,1.52,10.444,1.117077,0.7494,6,490.43,"bacteria"
1187,"06.06.2","P","2","L",2,"16:1n9/i16:0",0,1.547,56.604,1.167513,0.7606,6,469.79,"bacteria"
1188,"06.06.2","P","2","L",2,"16:0",0,16.068,145.927,1.264963,0.755,6,4879.06,"bacteria"
1189,"06.06.2","P","2","L",2,"i17:0",0,4.085,-34.106,1.068352,0.76,6,1171.49,"gram+bacteria"
1190,"06.06.2","P","2","L",2,"17:0cy",0,4.003,-6.73,1.098299,0.7654,6,1148.02,"gram-bacteria"
1191,"06.06.2","P","2","L",2,"17:0",0,2.705,-5.835,1.099278,0.76,6,775.74,"bacteria"
1192,"06.06.2","P","2","L",2,"18:3n6",0,0.299,26.387,1.134502,0.7765,6,85.75,"fungi"
1193,"06.06.2","P","2","L",2,"18:2n9,12 and cis-18:1n9 and 183n3",0,4.612,103.182,1.218353,0.775,6,1253,"fungi"
1194,"06.06.2","P","2","L",2,"18:0",0,3.789,184.118,1.306571,0.7645,6,1029.45,"bacteria"
1195,"06.06.2","P","2","L",2,"19:0cy",0,19.499,-13.368,1.091039,0.7736,6,5032.96,"gram-bacteria"
1196,"06.06.2","P","2","L",2,"19:0",0,14.806,-31.556,1.071142,0.8216,6,3821.66,"standard"
1197,"06.06.3","P","3","L",3,"12:0",0,18.35,-31.704,1.07098,0.7285,6,5724.22,"standard"
1198,"06.06.3","P","3","L",3,"14:0",0,4.141,2.997,1.108935,0.7432,6,1119.68,"bacteria"
1199,"06.06.3","P","3","L",3,"a15:0",0,69.809,-11.002,1.093627,0.7494,6,17695.43,"gram+bacteria"
1200,"06.06.3","P","3","L",3,"15:0",0,7.275,-0.529,1.10508,0.7494,6,1844.09,"bacteria"
1201,"06.06.3","P","3","L",3,"16:1n9/i16:0",0,10.943,17.556,1.124851,0.7606,6,2610.74,"bacteria"
1202,"06.06.3","P","3","L",3,"16:0",0,100.719,40.7,1.150141,0.755,6,24026.94,"bacteria"
1203,"06.06.3","P","3","L",3,"i17:0",0,21.571,-31.603,1.07109,0.76,6,4859.94,"gram+bacteria"
1204,"06.06.3","P","3","L",3,"17:0cy",0,22.148,-16.963,1.087107,0.7654,6,4990.09,"gram-bacteria"
1205,"06.06.3","P","3","L",3,"17:0",0,16.083,-24.209,1.07918,0.76,6,3623.5,"bacteria"
1206,"06.06.3","P","3","L",3,"18:3n6",0,1.328,-11.304,1.093296,0.7765,6,299.2,"fungi"
1207,"06.06.3","P","3","L",3,"trans-18:1n9",0,37.202,15.617,1.122731,0.7697,6,7940.72,"gram-bacteria"
1208,"06.06.3","P","3","L",3,"18:0",0,29.991,38.675,1.147929,0.7645,6,6401.55,"bacteria"
1209,"06.06.3","P","3","L",3,"19:0cy",0,132.968,-26.068,1.077146,0.7736,6,26963.15,"gram-bacteria"
1210,"06.06.3","P","3","L",3,"19:0",0,21.476,-31.874,1.070794,0.8216,6,4354.92,"standard"
1211,"06.06.3","P","3","L",3,"20:4n6",0,2.194,-30.582,1.072207,0.7919,6,423.73,"protozoa"
1212,"06.06.3","P","3","L",3,"20:5n3",0,0.529,-29.55,1.073337,0.797,6,102.16,"protozoa"
1213,"63.04.2","P","2","L",3,"12:0",0,18.899,-30.844,1.071921,0.7285,6,5886.89,"standard"
1214,"63.04.2","P","2","L",3,"14:0",0,2.342,26.625,1.134763,0.7432,6,632.33,"bacteria"
1215,"63.04.2","P","2","L",3,"a15:0",0,46.802,-4.347,1.100906,0.7494,6,11846.23,"gram+bacteria"
1216,"63.04.2","P","2","L",3,"15:0",0,4.29,6.125,1.112355,0.7494,6,1085.86,"bacteria"
1217,"63.04.2","P","2","L",3,"16:1n9/i16:0",0,4.792,80.403,1.193496,0.7606,6,1141.59,"bacteria"
1218,"63.04.2","P","2","L",3,"16:0",0,55.849,99.685,1.214537,0.755,6,13303.57,"bacteria"
1219,"63.04.2","P","2","L",3,"i17:0",0,15.654,-29.24,1.073677,0.76,6,3521.7,"gram+bacteria"
1220,"63.04.2","P","2","L",3,"17:0cy",0,18.365,-5.876,1.099233,0.7654,6,4131.72,"gram-bacteria"
1221,"63.04.2","P","2","L",3,"17:0",0,13.832,-14.694,1.089589,0.76,6,3111.8,"bacteria"
1222,"63.04.2","P","2","L",3,"18:3n6",0,1.15,9.032,1.115534,0.7765,6,258.72,"fungi"
1223,"63.04.2","P","2","L",3,"trans-18:1n9",0,15.939,127.376,1.24474,0.7697,6,3397.2,"gram-bacteria"
1224,"63.04.2","P","2","L",3,"18:0",0,10.915,160.381,1.280714,0.7645,6,2326.4,"bacteria"
1225,"63.04.2","P","2","L",3,"19:0cy",0,68.711,-18.621,1.085293,0.7736,6,13912.83,"gram-bacteria"
1226,"63.04.2","P","2","L",3,"19:0",0,20.916,-28.095,1.074929,0.8216,6,4235.18,"standard"
1227,"63.04.2","P","2","L",3,"20:5n3",0,0.305,-15.192,1.089044,0.797,6,58.81,"protozoa"
