"ID","SampleName","InjectionVol_ul","FAME_compound","Sample_Dilution","Peak_Area","d13","Atom_per_13C","FAME_per_C"
965,"05.03.1","3 ul","14:0",0,0.198,-17.398,1.086631,"0.7432"
966,"05.03.1","3 ul","a15:0",0,18.554,-5.877,1.099232,"0.7494"
967,"05.03.1","3 ul","15:0",0,2.232,19.477,1.126951,"0.7494"
968,"05.03.1","3 ul","16:1n9/i16:0",0,2.478,87.028,1.200726,"0.7606"
969,"05.03.1","3 ul","16:0",0,35.978,175.047,1.296691,"0.755"
970,"05.03.1","3 ul","i17:0",0,3.69,-31.48,1.071225,"0.76"
971,"05.03.1","3 ul","17:0cy",0,12.06,-0.153,1.105491,"0.7654"
972,"05.03.1","3 ul","17:0",0,10.471,-11.675,1.092891,"0.76"
973,"05.03.1","3 ul","18:3n6",0,0.88,21.971,1.129677,"0.7765"
974,"05.03.1","3 ul","trans-18:1n9",0,11.63,152.802,1.272456,"0.7697"
975,"05.03.1","3 ul","18:0",0,7.108,215.253,1.340465,"0.7645"
976,"05.03.1","3 ul","19:0cy",0,50.615,-18.28,1.085666,"0.7736"
977,"05.03.1","3 ul","19:0",0,15.286,-28.824,1.074132,"0.8216"
978,"05.03.1","3 ul","20:4n6",0,0.48,-31.467,1.07124,"0.7919"
979,"05.03.1","3 ul","20:5n3",0,1.048,-28.099,1.074924,"0.797"
980,"05.03.2","3 ul","12:0",0,12.478,-30.652,1.072132,"0.7285"
981,"05.03.2","3 ul","14:0",0,1.347,105.379,1.220749,"0.7432"
982,"05.03.2","3 ul","a15:0",0,30.818,2.112,1.107968,"0.7494"
983,"05.03.2","3 ul","15:0",0,3.002,32.098,1.140743,"0.7494"
984,"05.03.2","3 ul","16:1n9/i16:0",0,3.317,159.072,1.279287,"0.7606"
985,"05.03.2","3 ul","16:0",0,35.485,162.492,1.283014,"0.755"
986,"05.03.2","3 ul","i17:0",0,3.673,-27.818,1.075232,"0.76"
987,"05.03.2","3 ul","17:0cy",0,8.931,5.552,1.111729,"0.7654"
988,"05.03.2","3 ul","17:0",0,7.549,-7.999,1.096911,"0.76"
989,"05.03.2","3 ul","18:3n6",0,0.608,20.996,1.128611,"0.7765"
990,"05.03.2","3 ul","trans-18:1n9",0,10.122,135.773,1.253894,"0.7697"
991,"05.03.2","3 ul","18:0",0,9.152,171.91,1.293274,"0.7645"
992,"05.03.2","3 ul","19:0cy",0,32.337,-11.901,1.092644,"0.7736"
993,"05.03.2","3 ul","19:0",0,13.364,-28.463,1.074527,"0.8216"
994,"05.03.2","3 ul","20:4n6",0,0.287,181.974,1.304235,"0.7919"
995,"05.03.2","3 ul","20:5n3",0,0.898,4.357,1.110422,"0.797"
996,"05.03.3","2.5 ul","14:0",0,0.508,-15.761,1.088422,"0.7432"
997,"05.03.3","2.5 ul","a15:0",0,17.008,-27.492,1.075589,"0.7494"
998,"05.03.3","2.5 ul","15:0",0,2.025,-18.612,1.085303,"0.7494"
999,"05.03.3","2.5 ul","16:1n9/i16:0",0,2.739,-10.624,1.094041,"0.7606"
1000,"05.03.3","2.5 ul","16:0",0,33.382,21.513,1.129176,"0.755"
1001,"05.03.3","2.5 ul","i17:0",0,3.033,-32.706,1.069884,"0.76"
1002,"05.03.3","2.5 ul","17:0cy",0,9.214,-26.385,1.0768,"0.7654"
1003,"05.03.3","2.5 ul","17:0",0,7.353,-28.941,1.074003,"0.76"
1004,"05.03.3","2.5 ul","18:3n6",0,0.61,-22.487,1.081064,"0.7765"
1005,"05.03.3","2.5 ul","trans-18:1n9",0,12.884,4.012,1.110045,"0.7697"
1006,"05.03.3","2.5 ul","18:0",0,8.308,14.881,1.121928,"0.7645"
1007,"05.03.3","2.5 ul","19:0cy",0,41.784,-31.694,1.070991,"0.7736"
1008,"05.03.3","2.5 ul","19:0",0,12.188,-34.021,1.068444,"0.8216"
1009,"05.03.3","2.5 ul","20:5n3",0,0.838,-32.271,1.070359,"0.797"
1010,"05.09.2","3 ul","12:0",0,2.627,-30.798,1.071971,"0.7285"
1011,"05.09.2","3 ul","14:0",0,1.286,14.483,1.121492,"0.7432"
1012,"05.09.2","3 ul","a15:0",0,29.307,-5.621,1.099512,"0.7494"
1013,"05.09.2","3 ul","15:0",0,2.968,-0.573,1.105032,"0.7494"
1014,"05.09.2","3 ul","16:1n9/i16:0",0,4.412,62.396,1.173838,"0.7606"
1015,"05.09.2","3 ul","16:0",0,37.884,97.606,1.212269,"0.755"
1016,"05.09.2","3 ul","i17:0",0,3.573,-30.847,1.071918,"0.76"
1017,"05.09.2","3 ul","17:0cy",0,11.585,-5.125,1.100054,"0.7654"
1018,"05.09.2","3 ul","17:0",0,9.175,-17.209,1.086838,"0.76"
1019,"05.09.2","3 ul","18:3n6",0,0.882,10.59,1.117236,"0.7765"
1020,"05.09.2","3 ul","trans-18:1n9",0,12.224,76.229,1.188939,"0.7697"
1021,"05.09.2","3 ul","18:0",0,8.444,137.176,1.255424,"0.7645"
1022,"05.09.2","3 ul","19:0cy",0,40.695,-14.479,1.089824,"0.7736"
1023,"05.09.2","3 ul","19:0",0,13.471,-29.25,1.073665,"0.8216"
1024,"05.09.2","3 ul","20:4n6",0,0.458,-21.45,1.082199,"0.7919"
1025,"05.09.2","3 ul","20:5n3",0,2.122,-30.417,1.072389,"0.797"
1026,"05.09.3","3 ul","12:0",0,2.029,-30.642,1.072142,"0.7285"
1027,"05.09.3","3 ul","14:0",0,0.965,0.993,1.106744,"0.7432"
1028,"05.09.3","3 ul","a15:0",0,18.402,-12.866,1.091589,"0.7494"
1029,"05.09.3","3 ul","15:0",0,2.544,-7.85,1.097074,"0.7494"
1030,"05.09.3","3 ul","16:1n9/i16:0",0,3.245,16.29,1.123467,"0.7606"
1031,"05.09.3","3 ul","16:0",0,33.207,50.719,1.161085,"0.755"
1032,"05.09.3","3 ul","i17:0",0,0.934,-35.852,1.066442,"0.76"
1033,"05.09.3","3 ul","17:0cy",0,9.161,-17.878,1.086106,"0.7654"
1034,"05.09.3","3 ul","17:0",0,7.945,-22.845,1.080672,"0.76"
1035,"05.09.3","3 ul","18:3n6",0,0.628,-11.561,1.093016,"0.7765"
1036,"05.09.3","3 ul","trans-18:1n9",0,12.663,25.232,1.13324,"0.7697"
1037,"05.09.3","3 ul","18:0",0,8.879,57.193,1.168156,"0.7645"
1038,"05.09.3","3 ul","19:0cy",0,41.509,-23.498,1.079959,"0.7736"
1039,"05.09.3","3 ul","19:0",0,14.446,-31.595,1.0711,"0.8216"
1040,"05.09.3","3 ul","20:4n6",0,0.331,-30.674,1.072108,"0.7919"
1041,"05.09.3","3 ul","20:5n3",0,0.468,-29.119,1.073809,"0.797"
1042,"52.04.2","2.5 ul","12:0",0,14.219,-31.311,1.07141,"0.7285"
1043,"52.04.2","2.5 ul","14:0",0,1.588,-13.51,1.090884,"0.7432"
1044,"52.04.2","2.5 ul","a15:0",0,21.771,-18.062,1.085905,"0.7494"
1045,"52.04.2","2.5 ul","15:0",0,3.03,-20.847,1.082859,"0.7494"
1046,"52.04.2","2.5 ul","16:1n9/i16:0",0,1.973,133.997,1.251959,"0.7606"
1047,"52.04.2","2.5 ul","16:0",0,19.054,19.599,1.127084,"0.755"
1048,"52.04.2","2.5 ul","i17:0",0,5.006,-31.277,1.071447,"0.76"
1049,"52.04.2","2.5 ul","17:0cy",0,6.002,-12.268,1.092243,"0.7654"
1050,"52.04.2","2.5 ul","17:0",0,5.274,-24.949,1.078371,"0.76"
1051,"52.04.2","2.5 ul","18:3n6",0,0.508,-25.334,1.077949,"0.7765"
1052,"52.04.2","2.5 ul","trans-18:1n9",0,5.197,-19.769,1.084037,"0.7697"
1053,"52.04.2","2.5 ul","18:0",0,4.394,12.967,1.119835,"0.7645"
1054,"52.04.2","2.5 ul","19:0cy",0,18.007,-32.751,1.069834,"0.7736"
1055,"52.04.2","2.5 ul","19:0",0,13.834,-32.223,1.070412,"0.8216"
1056,"52.04.2","2.5 ul","20:5n3",0,1.497,-32.997,1.069565,"0.797"
1057,"52.04.1","2.5 ul","12:0",0,15.317,-30.726,1.07205,"0.7285"
1058,"52.04.1","2.5 ul","14:0",0,1.567,-5.138,1.10004,"0.7432"
1059,"52.04.1","2.5 ul","a15:0",0,24.677,-12.199,1.092318,"0.7494"
1060,"52.04.1","2.5 ul","15:0",0,2.776,-16.679,1.087418,"0.7494"
1061,"52.04.1","2.5 ul","16:1n9/i16:0",0,3.14,89.508,1.203433,"0.7606"
1062,"52.04.1","2.5 ul","16:0",0,29.994,-1.423,1.104103,"0.755"
1063,"52.04.1","2.5 ul","i17:0",0,2.286,-32.572,1.070031,"0.76"
1064,"52.04.1","2.5 ul","17:0cy",0,8.985,-16.852,1.087228,"0.7654"
1065,"52.04.1","2.5 ul","17:0",0,7.513,-27.83,1.075219,"0.76"
1066,"52.04.1","2.5 ul","18:3n6",0,0.594,-23.762,1.07967,"0.7765"
1067,"52.04.1","2.5 ul","trans-18:1n9",0,7.697,-20.091,1.083686,"0.7697"
1068,"52.04.1","2.5 ul","18:0",0,7.102,2.443,1.10833,"0.7645"
1069,"52.04.1","2.5 ul","19:0cy",0,38.337,-32.15,1.070492,"0.7736"
1070,"52.04.1","2.5 ul","19:0",0,16.143,-32.864,1.069711,"0.8216"
1071,"52.04.3","2 ul","12:0",0,12.355,-30.77,1.072002,"0.7285"
1072,"52.04.3","2 ul","14:0",0,0.845,25.791,1.133851,"0.7432"
1073,"52.04.3","2 ul","a15:0",0,10.6,23.996,1.13189,"0.7494"
1074,"52.04.3","2 ul","15:0",0,1.376,8.953,1.115447,"0.7494"
1075,"52.04.3","2 ul","16:1n9/i16:0",0,1.786,411.855,1.553954,"0.7606"
1076,"52.04.3","2 ul","16:0",0,16.661,73.434,1.185889,"0.755"
1077,"52.04.3","2 ul","i17:0",0,0.364,-41.099,1.060699,"0.76"
1078,"52.04.3","2 ul","17:0cy",0,4.409,4.471,1.110548,"0.7654"
1079,"52.04.3","2 ul","17:0",0,1.303,442.922,1.587605,"0.76"
1080,"52.04.3","2 ul","18:3n6",0,0.339,21.567,1.129235,"0.7765"
1081,"52.04.3","2 ul","trans-18:1n9",0,6.182,11.195,1.117898,"0.7697"
1082,"52.04.3","2 ul","18:0",0,4.183,288.586,1.420205,"0.7645"
1083,"52.04.3","2 ul","19:0cy",0,13.561,-28.906,1.074041,"0.7736"
1084,"52.04.3","2 ul","19:0",0,11.931,-31.422,1.071288,"0.8216"
1085,"52.04.3","2 ul","20:4n6",0,1.479,-23.429,1.080034,"0.7919"
1086,"52.04.3","2 ul","20:5n3",0,0.441,-28.237,1.074773,"0.797"
1087,"55.11.1","2.5 ul","12:0",0,15.525,-30.794,1.071975,"0.7285"
1088,"55.11.1","2.5 ul","14:0",0,1.551,15.202,1.122278,"0.7432"
1089,"55.11.1","2.5 ul","a15:0",0,25.172,-6.832,1.098188,"0.7494"
1090,"55.11.1","2.5 ul","15:0",0,2.589,-10.299,1.094396,"0.7494"
1091,"55.11.1","2.5 ul","16:1n9/i16:0",0,3.676,97.322,1.211959,"0.7606"
1092,"55.11.1","2.5 ul","16:0",0,33.021,17.184,1.124445,"0.755"
1093,"55.11.1","2.5 ul","i17:0",0,5.575,-28.233,1.074778,"0.76"
1094,"55.11.1","2.5 ul","17:0cy",0,8.971,-16.221,1.087919,"0.7654"
1095,"55.11.1","2.5 ul","17:0",0,7.45,-21.873,1.081737,"0.76"
1096,"55.11.1","2.5 ul","18:3n6",0,0.566,-6.647,1.09839,"0.7765"
1097,"55.11.1","2.5 ul","trans-18:1n9",0,11.84,-6.292,1.098778,"0.7697"
1098,"55.11.1","2.5 ul","18:0",0,7.715,25.944,1.134019,"0.7645"
1099,"55.11.1","2.5 ul","19:0cy",0,35.404,-32.314,1.070312,"0.7736"
1100,"55.11.1","2.5 ul","19:0",0,15.532,-32.782,1.069801,"0.8216"
1101,"55.11.1","2.5 ul","20:4n6",0,0.275,-36.994,1.065191,"0.7919"
1102,"55.11.1","2.5 ul","20:5n3",0,0.382,-22.413,1.081145,"0.797"
1103,"55.11.2","2.5 ul","12:0",0,26.657,-30.448,1.072355,"0.7285"
1104,"55.11.2","2.5 ul","14:0",0,3.138,-3.161,1.102202,"0.7432"
1105,"55.11.2","2.5 ul","a15:0",0,50.435,-3.35,1.101995,"0.7494"
1106,"55.11.2","2.5 ul","15:0",0,5.83,-13.179,1.091246,"0.7494"
1107,"55.11.2","2.5 ul","16:1n9/i16:0",0,7.637,70.347,1.182518,"0.7606"
1108,"55.11.2","2.5 ul","16:0",0,65.621,-8.777,1.096061,"0.755"
1109,"55.11.2","2.5 ul","i17:0",0,3.28,-27.813,1.075237,"0.76"
1110,"55.11.2","2.5 ul","17:0cy",0,17.758,-17.578,1.086435,"0.7654"
1111,"55.11.2","2.5 ul","17:0",0,13.887,-28.413,1.074581,"0.76"
1112,"55.11.2","2.5 ul","18:3n6",0,1.043,-18.071,1.085895,"0.7765"
1113,"55.11.2","2.5 ul","trans-18:1n9",0,22.858,-14.966,1.089292,"0.7697"
1114,"55.11.2","2.5 ul","18:0",0,15.874,4.075,1.110114,"0.7645"
1115,"55.11.2","2.5 ul","19:0cy",0,77.63,-32.033,1.07062,"0.7736"
1116,"55.11.2","2.5 ul","19:0",0,26.038,-32.649,1.069946,"0.8216"
1117,"55.11.2","2.5 ul","20:4n6",0,0.628,-33.25,1.069288,"0.7919"
1118,"55.11.2","2.5 ul","20:5n3",0,0.396,-32.403,1.070215,"0.797"
1119,"58.05.2","3 ul","12:0",0,15.687,-30.489,1.072309,"0.7285"
1120,"58.05.2","3 ul","14:0",0,2.191,26.225,1.134325,"0.7432"
1121,"58.05.2","3 ul","a15:0",0,40.886,-3.452,1.101884,"0.7494"
1122,"58.05.2","3 ul","15:0",0,4.53,9.435,1.115974,"0.7494"
1123,"58.05.2","3 ul","16:1n9/i16:0",0,5.692,73.777,1.186263,"0.7606"
1124,"58.05.2","3 ul","16:0",0,53.366,163.267,1.283859,"0.755"
1125,"58.05.2","3 ul","i17:0",0,4.644,-33.938,1.068536,"0.76"
1126,"58.05.2","3 ul","17:0cy",0,13.989,-5.646,1.099484,"0.7654"
1127,"58.05.2","3 ul","17:0",0,10.674,-14.25,1.090074,"0.76"
1128,"58.05.2","3 ul","18:3n6",0,0.972,13.502,1.12042,"0.7765"
1129,"58.05.2","3 ul","trans-18:1n9",0,18.162,97.179,1.211804,"0.7697"
1130,"58.05.2","3 ul","18:0",0,13.008,147.924,1.267139,"0.7645"
1131,"58.05.2","3 ul","19:0cy",0,60.666,-15.053,1.089196,"0.7736"
1132,"58.05.2","3 ul","19:0",0,18.057,-27.339,1.075756,"0.8216"
1133,"58.05.2","3 ul","20:4n6",0,1.242,-27.903,1.075139,"0.7919"
1134,"58.05.2","3 ul","20:5n3",0,1.54,-31.544,1.071155,"0.797"
1135,"58.05.3","3 ul","12:0",0,15.705,-31.365,1.071351,"0.7285"
1136,"58.05.3","3 ul","14:0",0,3.856,21.716,1.129398,"0.7432"
1137,"58.05.3","3 ul","a15:0",0,57.757,-0.778,1.104808,"0.7494"
1138,"58.05.3","3 ul","15:0",0,7.883,9.081,1.115587,"0.7494"
1139,"58.05.3","3 ul","16:1n9/i16:0",0,10.253,61.27,1.172608,"0.7606"
1140,"58.05.3","3 ul","16:0",0,92.042,121.123,1.237921,"0.755"
1141,"58.05.3","3 ul","i17:0",0,12.073,-28.445,1.074546,"0.76"
1142,"58.05.3","3 ul","17:0cy",0,20.651,-11.488,1.093096,"0.7654"
1143,"58.05.3","3 ul","17:0",0,15.707,-13.847,1.090515,"0.76"
1144,"58.05.3","3 ul","18:3n6",0,1.07,12.519,1.119346,"0.7765"
1145,"58.05.3","3 ul","trans-18:1n9",0,38.595,68.976,1.181022,"0.7697"
1146,"58.05.3","3 ul","18:0",0,25.502,102.955,1.218105,"0.7645"
1147,"58.05.3","3 ul","19:0cy",0,99.935,-22.899,1.080614,"0.7736"
1148,"58.05.3","3 ul","19:0",0,19.342,-32.19,1.070449,"0.8216"
1149,"58.05.3","3 ul","20:4n6",0,1.828,-37.299,1.064857,"0.7919"
1150,"58.05.3","3 ul","20:5n3",0,0.908,-34.613,1.067797,"0.797"
1151,"58.05.1","3ul","12:0",0,17.027,-31.293,1.07143,"0.7285"
1152,"58.05.1","3ul","14:0",0,3.3,-26.815,1.076329,"0.7432"
1153,"58.05.1","3ul","a15:0",0,4.016,15.313,1.122399,"0.7494"
1154,"58.05.1","3ul","15:0",0,4.01,-25.167,1.078132,"0.7494"
1155,"58.05.1","3ul","16:1n9/i16:0",0,9.105,42.92,1.152567,"0.7606"
1156,"58.05.1","3ul","16:0",0,90.064,110.384,1.226209,"0.755"
1157,"58.05.1","3ul","i17:0",0,11.07,-26.268,1.076928,"0.76"
1158,"58.05.1","3ul","17:0cy",0,11.05,4.247,1.110302,"0.7654"
1159,"58.05.1","3ul","17:0",0,15.412,-10.661,1.094,"0.76"
1160,"58.05.1","3ul","18:3n6",0,1.14,24.694,1.132652,"0.7765"
1161,"58.05.1","3ul","trans-18:1n9",0,34.67,62.569,1.174026,"0.7697"
1162,"58.05.1","3ul","18:0",0,21.082,83.308,1.196666,"0.7645"
1163,"58.05.1","3ul","19:0cy",0,106.872,-16.473,1.087643,"0.7736"
1164,"58.05.1","3ul","19:0",0,21.118,-28.396,1.074599,"0.8216"
1165,"58.05.1","3ul","20:4n6",0,1.887,-28.757,1.074205,"0.7919"
1166,"58.05.1","3ul","20:5n3",0,0.581,-30.051,1.072789,"0.797"
1167,"06.06.1","2.5 ul","12:0",0,14.134,-30.734,1.072041,"0.7285"
1168,"06.06.1","2.5 ul","14:0",0,2.026,14.499,1.12151,"0.7432"
1169,"06.06.1","2.5 ul","a15:0",0,36.95,-3.967,1.10132,"0.7494"
1170,"06.06.1","2.5 ul","15:0",0,3.797,4.312,1.110373,"0.7494"
1171,"06.06.1","2.5 ul","16:1n9/i16:0",0,5.981,56.91,1.167847,"0.7606"
1172,"06.06.1","2.5 ul","16:0",0,49.87,74.299,1.186833,"0.755"
1173,"06.06.1","2.5 ul","i17:0",0,2.236,-33.986,1.068483,"0.76"
1174,"06.06.1","2.5 ul","17:0cy",0,13.331,-7.979,1.096933,"0.7654"
1175,"06.06.1","2.5 ul","17:0",0,8.715,-12.665,1.091808,"0.76"
1176,"06.06.1","2.5 ul","18:3n6",0,0.852,7.421,1.113773,"0.7765"
1177,"06.06.1","2.5 ul","trans-18:1n9",0,14.125,75.172,1.187786,"0.7697"
1178,"06.06.1","2.5 ul","18:0",0,14.333,77.916,1.190781,"0.7645"
1179,"06.06.1","2.5 ul","19:0cy",0,69.335,-19.698,1.084115,"0.7736"
1180,"06.06.1","2.5 ul","19:0",0,15.946,-31.574,1.071123,"0.8216"
1181,"06.06.1","2.5 ul","20:4n6",0,0.873,62.254,1.173683,"0.7919"
1182,"06.06.1","2.5 ul","20:5n3",0,0.585,28.207,1.136492,"0.797"
1183,"06.06.2","2.5 ul","12:0",0,16.245,-30.75,1.072024,"0.7285"
1184,"06.06.2","2.5 ul","14:0",0,0.816,9.471,1.116013,"0.7432"
1185,"06.06.2","2.5 ul","a15:0",0,11.641,-4.384,1.100864,"0.7494"
1186,"06.06.2","2.5 ul","15:0",0,1.52,10.444,1.117077,"0.7494"
1187,"06.06.2","2.5 ul","16:1n9/i16:0",0,1.547,56.604,1.167513,"0.7606"
1188,"06.06.2","2.5 ul","16:0",0,16.068,145.927,1.264963,"0.755"
1189,"06.06.2","2.5 ul","i17:0",0,4.085,-34.106,1.068352,"0.76"
1190,"06.06.2","2.5 ul","17:0cy",0,4.003,-6.73,1.098299,"0.7654"
1191,"06.06.2","2.5 ul","17:0",0,2.705,-5.835,1.099278,"0.76"
1192,"06.06.2","2.5 ul","18:3n6",0,0.299,26.387,1.134502,"0.7765"
1193,"06.06.2","2.5 ul","18:2n9,12 and cis-18:1n9 and 183n3",0,4.612,103.182,1.218353,"0.775"
1194,"06.06.2","2.5 ul","18:0",0,3.789,184.118,1.306571,"0.7645"
1195,"06.06.2","2.5 ul","19:0cy",0,19.499,-13.368,1.091039,"0.7736"
1196,"06.06.2","2.5 ul","19:0",0,14.806,-31.556,1.071142,"0.8216"
1197,"06.06.3","3 ul","12:0",0,18.35,-31.704,1.07098,"0.7285"
1198,"06.06.3","3 ul","14:0",0,4.141,2.997,1.108935,"0.7432"
1199,"06.06.3","3 ul","a15:0",0,69.809,-11.002,1.093627,"0.7494"
1200,"06.06.3","3 ul","15:0",0,7.275,-0.529,1.10508,"0.7494"
1201,"06.06.3","3 ul","16:1n9/i16:0",0,10.943,17.556,1.124851,"0.7606"
1202,"06.06.3","3 ul","16:0",0,100.719,40.7,1.150141,"0.755"
1203,"06.06.3","3 ul","i17:0",0,21.571,-31.603,1.07109,"0.76"
1204,"06.06.3","3 ul","17:0cy",0,22.148,-16.963,1.087107,"0.7654"
1205,"06.06.3","3 ul","17:0",0,16.083,-24.209,1.07918,"0.76"
1206,"06.06.3","3 ul","18:3n6",0,1.328,-11.304,1.093296,"0.7765"
1207,"06.06.3","3 ul","trans-18:1n9",0,37.202,15.617,1.122731,"0.7697"
1208,"06.06.3","3 ul","18:0",0,29.991,38.675,1.147929,"0.7645"
1209,"06.06.3","3 ul","19:0cy",0,132.968,-26.068,1.077146,"0.7736"
1210,"06.06.3","3 ul","19:0",0,21.476,-31.874,1.070794,"0.8216"
1211,"06.06.3","3 ul","20:4n6",0,2.194,-30.582,1.072207,"0.7919"
1212,"06.06.3","3 ul","20:5n3",0,0.529,-29.55,1.073337,"0.797"
1213,"63.04.2","3 ul","12:0",0,18.899,-30.844,1.071921,"0.7285"
1214,"63.04.2","3 ul","14:0",0,2.342,26.625,1.134763,"0.7432"
1215,"63.04.2","3 ul","a15:0",0,46.802,-4.347,1.100906,"0.7494"
1216,"63.04.2","3 ul","15:0",0,4.29,6.125,1.112355,"0.7494"
1217,"63.04.2","3 ul","16:1n9/i16:0",0,4.792,80.403,1.193496,"0.7606"
1218,"63.04.2","3 ul","16:0",0,55.849,99.685,1.214537,"0.755"
1219,"63.04.2","3 ul","i17:0",0,15.654,-29.24,1.073677,"0.76"
1220,"63.04.2","3 ul","17:0cy",0,18.365,-5.876,1.099233,"0.7654"
1221,"63.04.2","3 ul","17:0",0,13.832,-14.694,1.089589,"0.76"
1222,"63.04.2","3 ul","18:3n6",0,1.15,9.032,1.115534,"0.7765"
1223,"63.04.2","3 ul","trans-18:1n9",0,15.939,127.376,1.24474,"0.7697"
1224,"63.04.2","3 ul","18:0",0,10.915,160.381,1.280714,"0.7645"
1225,"63.04.2","3 ul","19:0cy",0,68.711,-18.621,1.085293,"0.7736"
1226,"63.04.2","3 ul","19:0",0,20.916,-28.095,1.074929,"0.8216"
1227,"63.04.2","3 ul","20:5n3",0,0.305,-15.192,1.089044,"0.797"
